X,Y,OBJECTID,Geocodigo,Municipio,Municipio_ou_referencia_arranjo,Polos_de_Alta_Complexidade,Polos_Baixa_media_complexidade
-44.972474,-22.1947889993394,418,3152600,POUSO ALTO,POUSO ALTO,,subpolo de baixa e media complexidade de serviços de saúde
-41.255828,-19.3239209994101,419,3154309,RESPLENDOR,RESPLENDOR,,polo de baixa e media complexidade de serviços de saúde
-43.179833,-21.2748649993613,420,3155801,RIO POMBA,RIO POMBA,,polo de baixa e media complexidade de serviços de saúde
-47.440993,-19.8659479993963,421,3156908,SACRAMENTO,SACRAMENTO,,polo de baixa e media complexidade de serviços de saúde
-42.290293,-16.1703569994947,422,3157005,SALINAS,SALINAS,,polo de baixa e media complexidade de serviços de saúde
-43.850645,-19.7702659993987,423,3157807,SANTA LUZIA,SANTA LUZIA,,subpolo de baixa e media complexidade de serviços de saúde
-42.418474,-18.1895119994397,424,3158201,SANTA MARIA DO SUACUI,SANTA MARIA DO SUACUI,,polo de baixa e media complexidade de serviços de saúde
-44.866073,-15.9492969995009,425,3161106,SAO FRANCISCO,SAO FRANCISCO,,polo de baixa e media complexidade de serviços de saúde
-46.048707,-19.3106609994104,426,3162104,SAO GOTARDO,SAO GOTARDO,,polo de baixa e media complexidade de serviços de saúde
-44.259732,-21.1357719993647,427,3162500,SAO JOAO DEL REI,SAO JOAO DEL REI,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.76699,-18.5488959994303,428,3162807,SAO JOAO EVANGELISTA,SAO JOAO EVANGELISTA,,polo de baixa e media complexidade de serviços de saúde
-43.010657,-21.5407079993549,429,3162906,SAO JOAO NEPOMUCENO,SAO JOAO NEPOMUCENO,,polo de baixa e media complexidade de serviços de saúde
-45.052317,-22.1138489993412,430,3163706,SAO LOURENCO,SAO LOURENCO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.984023,-20.92149499937,431,3164704,SAO SEBASTIAO DO PARAISO,SAO SEBASTIAO DO PARAISO,,polo de baixa e media complexidade de serviços de saúde
-43.382478,-18.6049029994288,432,3167103,SERRO,SERRO,,polo de baixa e media complexidade de serviços de saúde
-44.244975,-19.4623469994066,433,3167202,SETE LAGOAS,SETE LAGOAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.231716,-15.8112359995047,434,3168002,TAIOBEIRAS,TAIOBEIRAS,,polo de baixa e media complexidade de serviços de saúde
-41.508222,-17.8646959994484,435,3168606,TEOFILO OTONI,TEOFILO OTONI,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.643017,-19.5771409994036,436,3168705,TIMOTEO,TIMOTEO,,subpolo de baixa e media complexidade de serviços de saúde
-45.251481,-21.6927939993513,437,3169307,TRES CORACOES,TRES CORACOES,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.512669,-21.3665849993591,438,3169406,TRES PONTAS,TRES PONTAS,,polo de baixa e media complexidade de serviços de saúde
-42.731889,-17.2868259994639,439,3169703,TURMALINA,TURMALINA,,polo de baixa e media complexidade de serviços de saúde
-42.942482,-21.1200909993651,440,3169901,UBA,UBA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-47.936618,-19.7502289993992,441,3170107,UBERABA,UBERABA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.256693,-18.9120889994207,442,3170206,UBERLANDIA,UBERLANDIA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.902348,-16.3611679994894,443,3170404,UNAI,UNAI,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.43552,-21.5567959993545,444,3170701,VARGINHA,VARGINHA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.734015,-17.6004759994556,445,3170800,VARZEA DA PALMA,VARZEA DA PALMA,,polo de baixa e media complexidade de serviços de saúde
-43.91994,-19.6925069994006,446,3171204,VESPASIANO,VESPASIANO,,subpolo de baixa e media complexidade de serviços de saúde
-42.881516,-20.7535989993741,447,3171303,VICOSA,VICOSA,,polo de baixa e media complexidade de serviços de saúde
-42.83969,-21.0102699993677,448,3172004,VISCONDE DO RIO BRANCO,VISCONDE DO RIO BRANCO,,polo de baixa e media complexidade de serviços de saúde
-40.63417,-20.8121889993726,449,3200409,ANCHIETA,ANCHIETA,,polo de baixa e media complexidade de serviços de saúde
-40.891269,-18.7568789994248,450,3200904,BARRA DE SAO FRANCISCO,BARRA DE SAO FRANCISCO,,polo de baixa e media complexidade de serviços de saúde
-41.112966,-20.8486789993717,451,3201209,CACHOEIRO DE ITAPEMIRIM,CACHOEIRO DE ITAPEMIRIM,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.377639,-20.3338429993845,452,3201308,CARIACICA,CARIACICA,,subpolo de baixa e media complexidade de serviços de saúde
-40.63446,-19.5379229994046,453,3201506,COLATINA,COLATINA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-40.658883,-20.3615819993838,454,3201902,DOMINGOS MARTINS,DOMINGOS MARTINS,,subpolo de baixa e media complexidade de serviços de saúde
-41.677496,-20.7727029993735,455,3202306,GUACUI,GUACUI,,polo de baixa e media complexidade de serviços de saúde
-40.481403,-20.6404099993769,456,3202405,GUARAPARI,GUARAPARI,,polo de baixa e media complexidade de serviços de saúde
-41.533772,-20.3479799993841,457,3203007,IUNA,IUNA,,polo de baixa e media complexidade de serviços de saúde
-40.068265,-19.3979839994083,458,3203205,LINHARES,LINHARES,,polo de baixa e media complexidade de serviços de saúde
-40.596142,-19.9355629993946,459,3204609,SANTA TERESA,SANTA TERESA,,polo de baixa e media complexidade de serviços de saúde
-39.855389,-18.7145039994259,460,3204906,SAO MATEUS,SAO MATEUS,,polo de baixa e media complexidade de serviços de saúde
-40.304952,-20.1243669993897,461,3205002,SERRA,SERRA,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-40.292029,-20.3297139993847,462,3205200,VILA VELHA,VILA VELHA,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-40.339251,-20.3211579993848,463,3205309,VITORIA,VITORIA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.319627,-23.0091159993205,464,3300100,ANGRA DOS REIS,ANGRA DOS REIS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.341096,-22.8774379993234,465,3300209,ARARUAMA,ARARUAMA,,subpolo de baixa e media complexidade de serviços de saúde
-44.172431,-22.5453009993312,466,3300407,BARRA MANSA,BARRA MANSA,,subpolo de baixa e media complexidade de serviços de saúde
-41.67768,-21.1344969993648,467,3300605,BOM JESUS DO ITABAPOANA,BOM JESUS DO ITABAPOANA,,polo de baixa e media complexidade de serviços de saúde
-42.020075,-22.8807649993233,468,3300704,CABO FRIO,CABO FRIO,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.205647,-22.0545289993427,469,3300951,COMENDADOR LEVY GASPARIAN,COMENDADOR LEVY GASPARIAN,,subpolo de baixa e media complexidade de serviços de saúde
-41.335332,-21.7640059993495,470,3301009,CAMPOS DOS GOYTACAZES,CAMPOS DOS GOYTACAZES,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.364837,-21.9812199993444,471,3301108,CANTAGALO,CANTAGALO,,subpolo de baixa e media complexidade de serviços de saúde
-42.363031,-22.0277769993433,472,3301504,CORDEIRO,CORDEIRO,,polo de baixa e media complexidade de serviços de saúde
-43.310522,-22.7841479993256,473,3301702,DUQUE DE CAXIAS,DUQUE DE CAXIAS,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-43.776525,-22.8706829993235,474,3302007,ITAGUAI,ITAGUAI,,subpolo de baixa e media complexidade de serviços de saúde
-41.886203,-21.210590999363,475,3302205,ITAPERUNA,ITAPERUNA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-41.775064,-22.3687049993353,476,3302403,MACAE,MACAE,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.198411,-21.411162999358,477,3303005,MIRACEMA,MIRACEMA,,polo de baixa e media complexidade de serviços de saúde
-43.076598,-22.8972869993231,478,3303302,NITEROI,NITEROI,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-42.532771,-22.2864609993372,479,3303401,NOVA FRIBURGO,NOVA FRIBURGO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-43.450345,-22.7598349993262,480,3303500,NOVA IGUACU,NOVA IGUACU,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-43.709385,-22.6097269993297,481,3303609,PARACAMBI,PARACAMBI,,subpolo de baixa e media complexidade de serviços de saúde
-43.177337,-22.510598999332,482,3303906,PETROPOLIS,PETROPOLIS,Polo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-44.443613,-22.4711839993329,483,3304201,RESENDE,RESENDE,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-42.625998,-22.7112719993273,484,3304300,RIO BONITO,RIO BONITO,,polo de baixa e media complexidade de serviços de saúde
-43.173805,-22.9027999993229,485,3304557,RIO DE JANEIRO,RIO DE JANEIRO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-42.177912,-21.535976999355,486,3304706,SANTO ANTONIO DE PADUA,SANTO ANTONIO DE PADUA,,polo de baixa e media complexidade de serviços de saúde
-43.032335,-22.8295469993246,487,3304904,SAO GONCALO,SAO GONCALO,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-42.721172,-22.7339369993268,488,3305752,TANGUA,TANGUA,,subpolo de baixa e media complexidade de serviços de saúde
-42.964293,-22.4089109993344,489,3305802,TERESOPOLIS,TERESOPOLIS,,polo de baixa e media complexidade de serviços de saúde
-43.211609,-22.1174479993412,490,3306008,TRES RIOS,TRES RIOS,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-43.704844,-22.2447189993382,491,3306107,VALENCA,VALENCA,,polo de baixa e media complexidade de serviços de saúde
-43.663874,-22.4090079993343,492,3306206,VASSOURAS,VASSOURAS,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-44.093721,-22.510575999332,493,3306305,VOLTA REDONDA,VOLTA REDONDA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-51.07293,-21.6857559993514,494,3500105,ADAMANTINA,ADAMANTINA,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.63202,-22.4716159993328,495,3500501,AGUAS DE LINDOIA,AGUAS DE LINDOIA,,subpolo de baixa e media complexidade de serviços de saúde
-47.332116,-22.7444859993266,496,3501608,AMERICANA,AMERICANA,,subpolo de baixa e media complexidade de serviços de saúde
-48.10301,-21.7289449993505,497,3501707,AMERICO BRASILIENSE,AMERICO BRASILIENSE,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-46.774497,-22.7098979993273,498,3501905,AMPARO,AMPARO,,polo de baixa e media complexidade de serviços de saúde
-51.37992,-20.8962929993706,499,3502101,ANDRADINA,ANDRADINA,,polo de baixa e media complexidade de serviços de saúde
-48.417483,-23.4890499993096,500,3502200,ANGATUBA,ANGATUBA,,polo de baixa e media complexidade de serviços de saúde
-48.846333,-24.511982999287,501,3502705,APIAI,APIAI,,polo de baixa e media complexidade de serviços de saúde
-50.438897,-21.206344999363,502,3502804,ARACATUBA,ARACATUBA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.175266,-21.7929839993488,503,3503208,ARARAQUARA,ARARAQUARA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-47.386221,-22.3583369993355,504,3503307,ARARAS,ARARAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-50.411136,-22.6611069993285,505,3504008,ASSIS,ASSIS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.555175,-23.117743999318,506,3504107,ATIBAIA,ATIBAIA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-50.55395,-20.6877329993757,507,3504206,AURIFLAMA,AURIFLAMA,,polo de baixa e media complexidade de serviços de saúde
-48.925483,-23.0989169993185,508,3504503,AVARE,AVARE,,polo de baixa e media complexidade de serviços de saúde
-48.739124,-22.0764459993421,509,3505203,BARIRI,BARIRI,,polo de baixa e media complexidade de serviços de saúde
-48.567472,-20.558508999379,510,3505500,BARRETOS,BARRETOS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.877414,-23.5107669993091,511,3505708,BARUERI,BARUERI,,subpolo de baixa e media complexidade de serviços de saúde
-49.07017,-22.3310279993362,512,3506003,BAURU,BAURU,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.478962,-20.9508419993693,513,3506102,BEBEDOURO,BEBEDOURO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-49.474929,-23.0125829993204,514,3506300,BERNARDINO DE CAMPOS,BERNARDINO DE CAMPOS,,polo de baixa e media complexidade de serviços de saúde
-50.474736,-21.4053689993582,515,3506409,BILAC,BILAC,,polo de baixa e media complexidade de serviços de saúde
-50.34123,-21.289277999361,516,3506508,BIRIGUI,BIRIGUI,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.441289,-22.8883819993231,517,3507506,BOTUCATU,BOTUCATU,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.534344,-22.9660359993215,518,3507605,BRAGANCA PAULISTA,BRAGANCA PAULISTA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-50.148956,-21.0661669993663,519,3508108,BURITAMA,BURITAMA,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.743269,-23.3629249993125,520,3509007,CAIEIRAS,CAIEIRAS,,subpolo de baixa e media complexidade de serviços de saúde
-47.304151,-21.2775549993613,521,3509403,CAJURU,CAJURU,,subpolo de baixa e media complexidade de serviços de saúde
-47.057305,-22.9010519993229,522,3509502,CAMPINAS,CAMPINAS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.349283,-24.008382999298,523,3510203,CAPAO BONITO,CAPAO BONITO,,subpolo de baixa e media complexidade de serviços de saúde
-47.50432,-22.9988019993206,524,3510401,CAPIVARI,CAPIVARI,,polo de baixa e media complexidade de serviços de saúde
-45.411017,-23.6222499993066,525,3510500,CARAGUATATUBA,CARAGUATATUBA,,subpolo de baixa e media complexidade de serviços de saúde
-47.079758,-21.7779869993491,526,3510807,CASA BRANCA,CASA BRANCA,,polo de baixa e media complexidade de serviços de saúde
-48.972806,-21.1382219993646,527,3511102,CATANDUVA,CATANDUVA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-47.744314,-23.161255999317,528,3511508,CERQUILHO,CERQUILHO,,polo de baixa e media complexidade de serviços de saúde
-48.009195,-23.0135339993204,529,3512308,CONCHAS,CONCHAS,,polo de baixa e media complexidade de serviços de saúde
-44.95855,-22.5759669993305,530,3513405,CRUZEIRO,CRUZEIRO,,polo de baixa e media complexidade de serviços de saúde
-46.73687,-21.6616219993521,531,3513900,DIVINOLANDIA,DIVINOLANDIA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-51.533989,-21.4855879993562,532,3514403,DRACENA,DRACENA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.7591,-22.1912169993395,533,3515186,ESPIRITO SANTO DO PINHAL,ESPIRITO SANTO DO PINHAL,,polo de baixa e media complexidade de serviços de saúde
-50.248755,-20.2824499993858,534,3515509,FERNANDOPOLIS,FERNANDOPOLIS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-47.401117,-20.5382549993794,535,3516200,FRANCA,FRANCA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.725969,-23.3319469993132,536,3516408,FRANCO DA ROCHA,FRANCO DA ROCHA,,subpolo de baixa e media complexidade de serviços de saúde
-49.653294,-22.211787999339,537,3516705,GARCA,GARCA,,polo de baixa e media complexidade de serviços de saúde
-45.1916,-22.8174249993249,538,3518404,GUARATINGUETA,GUARATINGUETA,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.531211,-23.47024699931,539,3518800,GUARULHOS,GUARULHOS,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-48.824483,-21.7580979993497,540,3519600,IBITINGA,IBITINGA,,polo de baixa e media complexidade de serviços de saúde
-51.344281,-20.4271269993822,541,3520442,ILHA SOLTEIRA,ILHA SOLTEIRA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-47.229557,-23.0928349993186,542,3520509,INDAIATUBA,INDAIATUBA,,polo de baixa e media complexidade de serviços de saúde
-46.849644,-23.7175559993045,543,3522208,ITAPECERICA DA SERRA,ITAPECERICA DA SERRA,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-48.047667,-23.5871829993073,544,3522307,ITAPETININGA,ITAPETININGA,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.876367,-23.9869499992985,545,3522406,ITAPEVA,ITAPEVA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.93455,-23.5485889993083,546,3522505,ITAPEVI,ITAPEVI,,subpolo de baixa e media complexidade de serviços de saúde
-49.484396,-23.7034999993048,547,3522802,ITAPORANGA,ITAPORANGA,,polo de baixa e media complexidade de serviços de saúde
-46.351603,-23.4768979993098,548,3523107,ITAQUAQUECETUBA,ITAQUAQUECETUBA,,subpolo de baixa e media complexidade de serviços de saúde
-49.33935,-24.1155329992957,549,3523206,ITARARE,ITARARE,,polo de baixa e media complexidade de serviços de saúde
-47.782298,-20.3391299993844,550,3524105,ITUVERAVA,ITUVERAVA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.310749,-21.2545919993618,551,3524303,JABOTICABAL,JABOTICABAL,,polo de baixa e media complexidade de serviços de saúde
-45.969593,-23.3048799993138,552,3524402,JACAREI,JACAREI,,subpolo de baixa e media complexidade de serviços de saúde
-46.984845,-22.7050869993275,553,3524709,JAGUARIUNA,JAGUARIUNA,,polo de baixa e media complexidade de serviços de saúde
-50.547581,-20.2681439993861,554,3524808,JALES,JALES,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.558907,-22.297127999337,555,3525300,JAU,JAU,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-49.688581,-21.0531489993667,556,3525706,JOSE BONIFACIO,JOSE BONIFACIO,,polo de baixa e media complexidade de serviços de saúde
-46.884272,-23.1891169993164,557,3525904,JUNDIAI,JUNDIAI,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-51.439737,-21.5121639993556,558,3526001,JUNQUEIROPOLIS,JUNQUEIROPOLIS,,polo de baixa e media complexidade de serviços de saúde
-47.388708,-22.1854359993395,559,3526704,LEME,LEME,,subpolo de baixa e media complexidade de serviços de saúde
-48.80247,-22.6034729993298,560,3526803,LENCOIS PAULISTA,LENCOIS PAULISTA,,polo de baixa e media complexidade de serviços de saúde
-47.409472,-22.5735989993305,561,3526902,LIMEIRA,LIMEIRA,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-49.741757,-21.6720939993518,562,3527108,LINS,LINS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.115783,-22.7383829993267,563,3527207,LORENA,LORENA,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-49.947946,-22.2199489993388,564,3529005,MARILIA,MARILIA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-51.171424,-22.1491599993403,565,3529203,MARTINOPOLIS,MARTINOPOLIS,,subpolo de baixa e media complexidade de serviços de saúde
-48.360935,-21.6003859993535,566,3529302,MATAO,MATAO,,subpolo de baixa e media complexidade de serviços de saúde
-46.462317,-23.6698559993055,567,3529401,MAUA,MAUA,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-51.102952,-21.1328519993648,568,3530102,MIRANDOPOLIS,MIRANDOPOLIS,,polo de baixa e media complexidade de serviços de saúde
-47.007171,-21.4689909993567,569,3530508,MOCOCA,MOCOCA,,polo de baixa e media complexidade de serviços de saúde
-46.185433,-23.5191829993089,570,3530607,MOGI DAS CRUZES,MOGI DAS CRUZES,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-46.944409,-22.3687449993352,571,3530706,MOGI GUACU,MOGI GUACU,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.957399,-22.4317919993338,572,3530805,MOGI MIRIM,MOGI MIRIM,,subpolo de baixa e media complexidade de serviços de saúde
-49.714477,-20.7728059993736,573,3531407,MONTE APRAZIVEL,MONTE APRAZIVEL,,polo de baixa e media complexidade de serviços de saúde
-50.040654,-20.6943019993756,574,3532603,NHANDEARA,NHANDEARA,,polo de baixa e media complexidade de serviços de saúde
-48.91444,-20.7382229993744,575,3533908,OLIMPIA,OLIMPIA,,polo de baixa e media complexidade de serviços de saúde
-47.887091,-20.7206419993749,576,3534302,ORLANDIA,ORLANDIA,,polo de baixa e media complexidade de serviços de saúde
-46.782078,-23.5387749993084,577,3534401,OSASCO,OSASCO,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-50.878723,-21.7974799993487,578,3534609,OSVALDO CRUZ,OSVALDO CRUZ,,polo de baixa e media complexidade de serviços de saúde
-49.865927,-22.9811109993211,579,3534708,OURINHOS,OURINHOS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-50.588061,-22.4122539993343,580,3535507,PARAGUACU PAULISTA,PARAGUACU PAULISTA,,subpolo de baixa e media complexidade de serviços de saúde
-47.881483,-24.7135999992827,581,3536208,PARIQUERA-ACU,PARIQUERA-ACU,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-50.076597,-21.4193649993578,582,3537305,PENAPOLIS,PENAPOLIS,,polo de baixa e media complexidade de serviços de saúde
-46.997302,-24.3195089992912,583,3537602,PERUIBE,PERUIBE,,subpolo de baixa e media complexidade de serviços de saúde
-45.462817,-22.9376999993221,584,3538006,PINDAMONHANGABA,PINDAMONHANGABA,,subpolo de baixa e media complexidade de serviços de saúde
-47.664606,-22.7288129993269,585,3538709,PIRACICABA,PIRACICABA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-49.383974,-23.1929909993163,586,3538808,PIRAJU,PIRAJU,,polo de baixa e media complexidade de serviços de saúde
-49.458509,-21.9945359993441,587,3538907,PIRAJUI,PIRAJUI,,subpolo de baixa e media complexidade de serviços de saúde
-46.494367,-24.0305169992976,588,3541000,PRAIA GRANDE,PRAIA GRANDE,,subpolo de baixa e media complexidade de serviços de saúde
-51.388373,-22.1219739993411,589,3541406,PRESIDENTE PRUDENTE,PRESIDENTE PRUDENTE,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-51.84458,-21.8753229993469,590,3541505,PRESIDENTE VENCESLAU,PRESIDENTE VENCESLAU,,subpolo de baixa e media complexidade de serviços de saúde
-49.860216,-21.5365069993551,591,3541604,PROMISSAO,PROMISSAO,,polo de baixa e media complexidade de serviços de saúde
-50.894134,-22.2283749993386,592,3542206,RANCHARIA,RANCHARIA,,polo de baixa e media complexidade de serviços de saúde
-47.845267,-24.4955829992874,593,3542602,REGISTRO,REGISTRO,,polo de baixa e media complexidade de serviços de saúde
-47.806516,-21.1767149993637,594,3543402,RIBEIRAO PRETO,RIBEIRAO PRETO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-47.559629,-22.4113069993342,595,3543907,RIO CLARO,RIO CLARO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-49.627159,-22.9055689993229,596,3546405,SANTA CRUZ DO RIO PARDO,SANTA CRUZ DO RIO PARDO,,polo de baixa e media complexidade de serviços de saúde
-50.927757,-20.2109219993876,597,3546603,SANTA FE DO SUL,SANTA FE DO SUL,,polo de baixa e media complexidade de serviços de saúde
-46.914078,-23.4458689993105,598,3547304,SANTANA DE PARNAIBA,SANTANA DE PARNAIBA,,subpolo de baixa e media complexidade de serviços de saúde
-46.525044,-23.6665169993056,599,3547809,SANTO ANDRE,SANTO ANDRE,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-46.324379,-23.9370509992996,600,3548500,SANTOS,SANTOS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.731667,-22.6907999993278,601,3548609,SAO BENTO DO SAPUCAI,SAO BENTO DO SAPUCAI,,polo de baixa e media complexidade de serviços de saúde
-46.549912,-23.7079719993047,602,3548708,SAO BERNARDO DO CAMPO,SAO BERNARDO DO CAMPO,Subpolo de alta complexidade de serviços de saúde,subpolo de baixa e media complexidade de serviços de saúde
-47.889517,-22.0130539993437,603,3548906,SAO CARLOS,SAO CARLOS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-46.798535,-21.9695589993447,604,3549102,SAO JOAO DA BOA VISTA,SAO JOAO DA BOA VISTA,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-47.860618,-20.5814389993784,605,3549409,SAO JOAQUIM DA BARRA,SAO JOAQUIM DA BARRA,,polo de baixa e media complexidade de serviços de saúde
-46.888266,-21.5961029993535,606,3549706,SAO JOSE DO RIO PARDO,SAO JOSE DO RIO PARDO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-49.379436,-20.8107219993727,607,3549805,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.878633,-23.1848669993165,608,3549904,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-48.571168,-22.7341419993268,609,3550100,SAO MANUEL,SAO MANUEL,,polo de baixa e media complexidade de serviços de saúde
-46.634364,-23.5513029993082,610,3550308,SAO PAULO,SAO PAULO,Polo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-47.135423,-23.5303589993086,611,3550605,SAO ROQUE,SAO ROQUE,Subpolo de alta complexidade de serviços de saúde,polo de baixa e media complexidade de serviços de saúde
-45.401483,-23.8049169993025,612,3550704,SAO SEBASTIAO,SAO SEBASTIAO,,subpolo de baixa e media complexidade de serviços de saúde
-47.992763,-21.1369789993647,613,3551702,SERTAOZINHO,SERTAOZINHO,,polo de baixa e media complexidade de serviços de saúde
